ID - KNIP	ID - BAG	Company	Abreviation	belongs to	Motherhouse	Can be purchased	contract	Can be used for comparison	Adr.	Policy Conditions	Image	descripion_de	description_en	Reviews	Gesamtnote	Tage bis Rückerstattung	Geschwindigkeit \nRückerstattung	Kunden\nzufriedenheit	Knip \nKollaboration	positive 	negative	E-mail\napplication
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1402	Taggeldkasse bildende Künstler/Innen\n Caisse d’indemnités journalières\npour artistes		-	-	nein	nein	nein	General Guisan-Quai 40\n Postfach 4338\n 8022 Zürich\n Tel. 01 284 31 13\n Fax 01 284 47 33		-											
20	1555	Visana AG	Visana	-	Visana	Yes	Yes	yes	Weltpoststrasse 19/21\n Postfach 253\n 3000 Bern 15\n Tel. 031 357 91 11\n Fax 031 357 96 22\ninfo@visana.ch\n www.visana.ch		visana.png	Visana ist der Service-Leader unter den Schweizer Kranken- und Unfallversicherern. Die Kasse ist für ihre Kundinnen und Kunden eine serviceorientierte, zuverlässige Partnerin mit einem hohen Qualitätsanspruch und einem umfassenden Leistungsangebot.\nDie Visana-Gruppe gehört  mit rund 1,1 Millionen Versicherten, 1300 Mitarbeitenden und 120 Geschäftsstellen zu den grössten Kranken- und Unfallversicherern der Schweiz. Die Kasse versichert Privatkunden (Einzelpersonen und Familien) und Firmenkunden (Unternehmen, Institutionen, Vereine und Verbände) und bietet die obligatorische Grundversicherung (OKP) nach Krankenversicherungsgesetz (KVG), Zusatzversicherungen und Sachversicherungen nach Versicherungsvertragsgesetz (VVG) und Unfallversicherungen nach Unfallversicherungsgesetz (UVG) an.\n	 		9.5	5	10.0	8.6	10.0	Schnelle Rückerstattung\nStabile Prämien		 kam-mitte@visana.ch
82	966	vita surselva	Vita Surselva	-	-	Yes	Nein	yes	Bahnhofstrasse 33\n Postfach 217\n 7130 Ilanz\n Tel. 081 925 61 60\n Fax 081 925 61 73\n vitasurselva@bluewin.ch\n www.vitasurselva.ch		vita_surselva	Im Jahre 1991 ist aus der Fusion der Kreiskrankenkasse Ruis und der ÖKK Gruob die ÖKK Surselva entstandent. Per 01.07.2008 wurde aus der ÖKK Surselva die vita Surselva. Der Sitz der Krankenkasse befindet sich in Ilanz. Das Tätigkeitsgebiet erstreckt sich auf die gesamte Schweiz. Das Hauptgeschäftsfeld konzentriert sich hingegen vorwiegend auf die Bündner Surselva wie auch auf das übrige Kantonsgebiet.\nMit rund 5000 Versicherten gehört die vita surselva zu den kleinen Krankenversicherern in der Schweiz. Dies ist einer gesunden und soliden Finanzlage jedoch keineswegs hinderlich. Ein gesundes Wachstum, die Erhaltung der Unabhängigkeit sowie die Versorgung unserer Kunden mit günstigen und leistungsstarken Versicherungsprodukten sind das erklärte Ziel der vita surselva.\n\n\n	 		7.2	21	5.8	9.0	6.7	Hohe Kundenzufriedenheit	Langsame Rückerstattung	vitasurselva@bluewin.ch
85	1570	Vivacare	Vivacare	Ein Angebot der Visana 	Visana	yes	Yes	yes	Weltpoststrasse 19/21\n Postfach 253\n 3000 Bern 15\n Tel. 031 357 91 11\n Fax 031 357 96 22\ninfo@visana.ch\n www.visana.ch		vivacare_visana.png	Die Vivacare Krankenkasse ist ein Unternehmen von der Visana Gruppe.\nVisana ist der Service-Leader unter den Schweizer Kranken- und Unfallversicherern. Die Kasse ist für ihre Kundinnen und Kunden eine serviceorientierte, zuverlässige Partnerin mit einem hohen Qualitätsanspruch und einem umfassenden Leistungsangebot.\nDie Visana-Gruppe gehört  mit rund 1,1 Millionen Versicherten, 1300 Mitarbeitenden und 120 Geschäftsstellen zu den grössten Kranken- und Unfallversicherern der Schweiz. Die Kasse versichert Privatkunden (Einzelpersonen und Familien) und Firmenkunden (Unternehmen, Institutionen, Vereine und Verbände) und bietet die obligatorische Grundversicherung (OKP) nach Krankenversicherungsgesetz (KVG), Zusatzversicherungen und Sachversicherungen nach Versicherungsvertragsgesetz (VVG) und Unfallversicherungen nach Unfallversicherungsgesetz (UVG) an.\n	 		9.0	10	8.3	8.7	10.0	Schnelle Rückerstattung\nStabile Prämien		kam-mitte@visana.ch
3313	509	Vivao Sympany AG	Vivao	-	Sympany	yes	nein	yes	Peter Merian-Weg 4\n 4002 Basel\n Tel. 058 262 42 00\n Fax 058 262 42 02\n basel.vivao@sympany.ch\n www.sympany.ch		sympany.png	Sympany setzt sich seit über 100 Jahren für Privatpersonen und Unternehmen ein. Sie bietet sowohl Kranken- und Unfallversicherungen als auch Sach- und Haftpflichtversicherungen an. Ihr Hauptsitz befindet sich in Basel. Sympany betreut mit 466 Mitarbeitenden rund 216'000 Privatkunden, davon rund 163'000 Grundversicherte. Im Bereich Unternehmenskunden betreut Sympany rund 6700 Firmen. Kunden profitieren vom ersten Überschussmodell in der Schweizer Krankenversicherung, das für Grundversicherung und Zusatzversicherung gilt. Dieses Modell sieht Rückzahlungen vor, wenn die Kosten für medizinische Behandlungen tiefer ausfallen als bei der Festsetzung der Prämien erwartet.	 		7.8	7	8.3	8.5	10.0	App für Abrechnungen\nBis 25 Jahre gratis baden		 basel.vivao@sympany.ch
3305	1060	Wincare Versicherungen		Ein Angebot der Sanitas	Sanitas	nein	Yes	nein	Konradstrasse 14\n Postfach 299\n 8401 Winterthur\n Tel. 044 298 63 00\n Fax 044 298 62 50\n info@wincare.ch \n www.wincare.ch		sanitas.png	Die Sanitas Krankenversicherung mit Sitz in Zürich ist ein auf die Krankenversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählte Anfang 2014 rund 824'000 Versicherte und erzielte 2013 mit knapp 700 Mitarbeitern Prämieneinnahmen von 2,484 Milliarden Schweizer Franken. Damit finanzierte Sanitas Versicherungsleistungen in Höhe von 2,338 Milliarden Schweizer Franken.\nDie Gruppe verfügt über eine Holdingstruktur und umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung (Sanitas, Wincare und Compact) und der Zusatzversicherungen (Sanitas und Wincare) tätig sind. Die in der Rechtsform einer Stiftung organisierte Sanitas Krankenversicherung bildet die Dachgesellschaft.\nDas Kerngeschäft der Sanitas Gruppe ist die Grundversicherung nach demKrankenversicherungsgesetz, die rund 71 Prozent der gesamten Prämieneinnahmen ausmacht. Die Sparte mit den Zusatzversicherungen ist das zweite Standbein.\n\n										info@sanitas.com
																						
													Factor 									
																						
													Factor 	1.666666667	1.666666667							
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																7	5.0					
