ID - KNIP	ID - BAG	Company	belongs to		Checked	Can be purchased	contract	Can be used for comparison	Adr.	Policy Conditions	Image	descripion_de	description_en	reviews	Gesammt Rating	Leistungsrückerstattung	Kundenzufriedenheit	Erreichbarkeit (Öffnungszeiten)	Erreichbarkeit (Kanal)	Knip Weiterempfehlung	positive	negative
73	1401	rhenusana	-	-	yes	Yes	Nein	yes	Heinrich-Wild-Strasse 210   Postfach   9435 Heerbrugg   Tel. 071 727 88 00   Fax 071 727 88 99   info@rhenusana.ch   www.rhenusana.ch		rhenusana.png	Die Rhenusana ist eine regional festverankerte Schweizer Versicherungsgesellschaft mit Sitz in Heerbrugg (Kanton St. Gallen) und einer weiteren Niederlassung in Oberriet. Organisiert ist die Rhenusana als Verein. Haupttätigkeitsschwerpunkt der Rhenusana ist das Geschäft mit der obligatorischen Grundversicherung, Zusatzversicherungen und verschiedenen alternativen Versicherungsmodellen (z. B. Hausarztsystem, sanmed24). Im Bereich der Zusatzversicherungen bietet die Rheunsana ein umfangreiches Angebot an Versicherungsprodukten an. Neben Privatkunden richtet sich die Versicherung auch an Unternehmen und offeriert entsprechende Versicherungsdienstleistungen zur Absicherung der Mitarbeitenden des Unternehmens.     Die Rhenusana ist Mitglied im Verband der kleinen und mittleren Krankenversicherer (RVK). Sie besonders fest verankert im St. Galler Rheintal und richtet sich daher vorwiegend an die Bevölkerung und Wirtschaft der Ostschweiz.     In ihrer Bilanz 2011 weist das Unternehmen eine Summe von 25,2 Millionen Schweizer Franken aus. Der Jahresgewinn der Versicherung betrug im Berichtszeitraum 8.349,66 Franken. Die Einnahmen aus Versicherungsprämien betrugen über 37,9 Millionen Franken, was einem Zuwachs von 8,4 Prozent gegenüber dem Vorjahr entsprach. Dem gegenüber stand zum Abschlussstichtag 31. Dezember 2011 ein Versicherungsaufwand von rund 35,1 Millionen Franken.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
83	1568	sana24 AG	Ein Angebot der Visana	Visana	yes	Yes	Nein	yes	Weltpoststrasse 19/21   Postfach 253   3000 Bern 15   Tel. 031 357 91 11   Fax 031 357 96 22   info@visana.ch   www.visana.ch		visana.png	Visana mit Sitz in Bern ist ein auf die Krankenversicherung und Unfallversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählt über 570'000 grundversicherte Personen. Insgesamt zählt sie rund 1,2 Mio. Versicherte und erzielte 2014 mit 1'290 Mitarbeitern Prämieneinnahmen von 2,9 Milliarden Schweizer Franken.  Der Konzern verfügt über eine Holdingstruktur mit der Stiftung Visana Plus als oberstes Dach der Gruppe sowie über die vier im Versicherungsbereich operativ tätigen Tochtergesellschaften Visana AG, Visana Versicherungen AG, sana24 AG und vivacare AG.  Die Visana-Gruppe gehört zu den grösseren schweizerischen Kranken- und Unfallversicherern. Sie bietet die obligatorische Krankenpflegeversicherung (OKP) nach Krankenversicherungsgesetz (KVG), Zusatz- und Sachversicherungen nach Versicherungsvertragsgesetz (VVG) und Unfallversicherungen nach Unfallversicherungsgesetz (UVG) an.  Visana versichert Privatkunden (Einzelpersonen und Familien) sowie Firmenkunden (Unternehmen, öffentliche Institutionen und Verbände). Für Letztere bietet sie Lohnausfall- und Unfallversicherungen an.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
52	1577	Sanagate AG	Ein Angebot der CSS	CSS	Yes	Yes	Nein	yes	Tribschenstrasse 21   Postfach 2568   6002 Luzern   Tel. 0800 347 358   Fax 058 911 80 33   office.de@sanagate.ch   www.sanagate.ch		css.png	Die Sanagate AG ist eine 100-prozentige Tochtergesellschaft der CSS Gruppe, eines auf Krankenversicherungen spezialisierten Schweizer Versicherungskonzerns. Sitz der Sanagate ist Luzern (Kanton Luzern), wo auch der CSS Konzern seinen Sitz hat.     Als Online- und Direktversicherer verzichtet die Sanagate AG komplett auf Zweigstellen oder ein ausgebautes Filial- oder Beraternetz. Vor diesem Hintergrund zeichnet sich der Direktversicherer durch eine schlanke Struktur und Verwaltung, keine Sammelrechnungen, kein kostenintensives Agenturnetz etc. aus. Die Kostenersparnisse, die die Krankenversicherung dadurch erzielen kann, gibt sie an ihre Kunden in Form von langfristig günstigen Prämien weiter. Versicherte müssen dabei nicht auf Leistungen oder ähnliches verzichten. Die Sanagate AG bietet ihren Versicherten die gleichen Leistungen einer gesetzlichen Krankenversicherung und offeriert darüber hinaus weitere attraktive Zusatzangebote.     Eckpfeiler der Strategie der Sanagate sind schlanke Strukturen, einfach und übersichtliche Versicherungsprodukte im Rahmen der obligatorischen Krankenversicherung nach dem KVG sowie eine hohe Eigenverantwortung der Versicherten. Dadurch werden nachhaltig günstige Prämien ermöglicht. Die Sanagate AG stellt eine innovative Reaktion auf die Entwicklungen des Schweizer Gesundheitswesens dar. Sie bietet ein übersichtliches Produktportfolio und stellt in der Grundversicherung mit der ordentlichen Grundversicherung und der Hausarztversicherung zwei Varianten den Versicherten zur Auswahl. Im Bereich der Zusatzversicherung bietet die Sanagate AG fünf weitere Versicherungen, die das Angebot komplettieren (Ambulantversicherung, Spitalversicherung, Alternativversicherung, Zahnpflegeversicherung und Versicherung bei Tod oder Invalidität durch Unfall).     Die CSS Gruppe gehört mit einer Versichertenzahl per 31. Dezember 2012 von über 1,2 Millionen Versicherten zu den führenden Schweizer Krankenversicherungen. Von den 1,2 Millionen Versicherten entfallen 49.445 Versicherte (ca. vier Prozent) auf die Sanagate AG. Im Vergleichszeitraum 2011 versicherte die Sanagate dagegen nur 30.285 Menschen.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
74	901	sanavals Gesundheitskasse	-	-	Für Vorversicherungs Vergleich	Yes	Nein	yes	Haus ISIS   Postfach 18   7132 Vals   Tel. 081 935 11 44   Fax 081 936 90 28   info@sanavals.ch   www.sanavals.ch		sanavals.png	Die Sanavals Gesundheitskasse ist eine sehr kleine Krankenversicherung, die gerade mal circa 2460 Versicherte im Kanton Graubünden mit drei Mitarbeitern betreut. Das Jahr 2012 schloss die Krankenversicherung mit einem fast doppelt so guten Ergebnis zum Vorjahr ab und erzielte hier im Jahr 2012 ein Jahresergebnis von 1.129.524,17 CHF. Neben der Grundversicherung und der Unfallversicherung bietet die Sanavals Gesundheitskasse natürlich auch einige Zusatzversicherungen nach VVG an, wie zum Beispiel Versicherungen gegen Invalidität auf Grund von Unfall oder Krankheit, Zahnschutzversicherungen oder aber Spitalgeldversicherungen und viele mehr. Die Sanavals Gesundheitskasse hat ihren Hauptsitz in Vals, an dem die Mitarbeiter persönlich angetroffen werden können, sowie eine Internetseite, über die die Kunden ebenfalls mit den Mitarbeitern in Kontakt treten können. Natürlich sind die Angestellten der Gesundheitskasse zu den Geschäftsöffnungszeiten auch über das Telefon erreichbar.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
19	1509	Sanitas Grundversicherungen AG	-	-	yes	Yes	Ja	yes	Jägergasse 3   Postfach 2010   8021 Zürich   Tel. 044 298 63 00   Fax 044 298 62 50   info@sanitas.com   www.sanitas.com		sanitas.png	Die Sanitas Krankenversicherung mit Sitz in Zürich ist ein auf die Krankenversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählte Anfang 2014 rund 824'000 Versicherte und erzielte 2013 mit knapp 700 Mitarbeitern Prämieneinnahmen von 2,484 Milliarden Schweizer Franken. Damit finanzierte Sanitas Versicherungsleistungen in Höhe von 2,338 Milliarden Schweizer Franken.  Die Gruppe verfügt über eine Holdingstruktur und umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung (Sanitas, Wincare und Compact) und der Zusatzversicherungen (Sanitas und Wincare) tätig sind. Die in der Rechtsform einer Stiftung organisierte Sanitas Krankenversicherung bildet die Dachgesellschaft.  Das Kerngeschäft der Sanitas Gruppe ist die Grundversicherung nach demKrankenversicherungsgesetz, die rund 71 Prozent der gesamten Prämieneinnahmen ausmacht. Die Sparte mit den Zusatzversicherungen ist das zweite Standbein.		N/A	9	9	9	9	9	9	Sehr freundlich  Guter Service	Schwer erreichbar
50	1566	sansan Versicherungen AG   sansan Assurances SA   sansan Assicurazioni SA	Ein Angebot der Helsana Gruppe	Helsana Gruppe	yes	Yes	Nein	yes	Helsana-Gruppe   sansan Versicherungen AG   Postfach   8081 Zürich  el. 043 340 11 11   Fax 043 340 01 11   http://www.helsana.ch		helsana.png	Die Helsana AG mit Sitz in Dübendorf ist ein auf die Krankenversicherung spezialisierter Schweizer Versicherungskonzern. Mit 1,9 Millionen Versicherten und Prämieneinnahmen von 6 Milliarden Schweizer Franken ist die Helsana-Gruppe der führende Kranken- und Unfallversicherer der Schweiz. Die Unternehmensgruppe beschäftigt rund 3000 Mitarbeitende und verfügt über ein schweizweites Netz von 22 Generalagenturen und 19 Verkaufsstellen.   Der Konzern umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung, der Zusatzversicherungen und der Unfallversicherungen tätig sind. Diese treten unter den Namen Helsana, Progrès, Sansan und Avanex als eigenständige Marken am Markt auf. Aerosana, eine weitere ehemalige Tochtergesellschaft, fusionierte per 1. Januar 2011 mit Progrès.  Das Kerngeschäft der Helsana-Gruppe bildet die Grundversicherung nach demKrankenversicherungsgesetz und generiert damit rund 70 Prozent der gesamten Prämieneinnahmen. Die Sparte Zusatzversicherungen bildet mit 27 Prozent der Prämieneinnahmen das zweite Standbein. Daneben bietet die Gruppe Unternehmen und Verbänden Kollektivtaggeld- und Unfallversicherungen sowie Lösungen in der beruflichen Vorsorge an.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
75	923	SLKK	-	-	Yes	Yes	Ja	yes	Hofwiesenstrasse 370   Postfach 5652   8050 Zürich   Tel. 044 368 70 30   Fax 044 368 70 47   info@slkk.ch   www.slkk.ch		slkk.png	Beide Versicherungen haben ihren Hauptsitz in Zürich, in dem das gesamte Versicherungsgeschäft abgewickelt wird. Die Versicherungen sind vor allem über das Internet für ihre Versicherten zu erreichen, doch auf Wunsch der Kunden kommen gerne auch die Makler und Vermittler der Versicherung zu den Versicherten nach Hause. Dies muss einfach nur auf der Webseite der Versicherung von den Kunden angegeben werden. Neben der Grund- und der Unfallversicherung nach KVG bietet die Krankenversicherung SLKK natürlich auch viele Zusatzversicherungen nach VVG an, die die Versicherten nicht nur einzeln sondern auch in vielen verschiedenen Paketen abschließen können. So werden hier auch Zusatzversicherungen für Naturheilverfahren, für Medikamente, für Sehhilfen oder für Zahnersatz angeboten. Die Krankenversicherung ist in der gesamten deutschsprachigen Schweiz tätig, wohingegen sich das Tätigkeitsgebiet der SLKK Versicherungen über die gesamte Schweiz, also auch die italienische und die französische, erstreckt. Die Krankenversicherung schloss das Jahr 2012 mit einem Gewinn von 841.000,00 CHF ab, dies war doppelt so viel wie im Vorjahr. Die SLKK Versicherungen hingegen schaffte im Jahr 2012 einen Reingewinn von 834.721,31 CHF.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
101	941	sodalis gesundheitsgruppe	-	-	Für Vorversicherungs Vergleich	yes	nein	yes	Balfrinstrasse 15   3930 Visp   Tel. 027 948 14 00    Fax 027 948 14 04   info@sodalis.ch    www.sodalis.ch		-				8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
69	1318	Stiftung Krankenkasse Wädenswil	-	-	yes	Yes	Nein	yes	Schönenbergstrasse 28   8820 Wädenswil   Tel. 044 780 74 00   Fax 044 780 87 33   www.kkwaedenswil.ch		krankenkasse_wädenswil.png	Die Krankenkasse Wädenswil liegt direkt am Zürichsee-Ufer und wird von fünf Mitarbeitern geführt. Da es sich um ein kleines Team im Versicherungsunternehmen handelt, ist es überaus flexibel. Insbesondere innovative Produkte werden in der Schweiz immer gern gesehen. Auch wenn das Unternehmen für die ganze Schweiz und international arbeitet, kennt jeder Mitarbeiter jeden Kunden und entscheidet im Zweifelfall kulant. Kurze Wege und übersichtliche Strukturen optimieren den Arbeitsablauf. Der Standort befindet sich direkt in Wädenswill, so dass die Nähe zu den Versicherten jederzeit gegeben ist. Die Geschäftsbereiche der Versicherung erstrecken sich auf Krankheitskapital, Auslandsversicherungen, Unfallkapital und zahlreiche Zusatzversicherungen. Dazu gehören die Heilkostenzusatzversicherung, die Taggeldversicherung, die Spitalversicherung und die Zahnflegeversicherung. Hinzu kommt die Vermittlung von der Hausarztversicherung, wobei die unterschiedlchen Kantone bedacht werden müssen. Aargau, Schwyz und Zürich gehören dazu. Das Geschäftsjahr 2012 war ein Erfolg, denn die Krankenkasse Wädenswil konnte ihren Bestand weiterhin erweitern.Insgesamt schließt der Bericht mit 643 793.94 Franken ab.		N/A	7,8	7	7	8	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
78	194	Sumiswalder Krankenkasse	-	-	yes	Yes	Nein	yes	Spitalstrasse 47   3454 Sumiswald   Tel. 034 432 30 60   Fax 034 432 30 61   info@sumiswalder.ch    www.sumiswalder.ch		sumiswalder.png	Die Sumiswalder Kranken- und Unfallkasse mit Sitz in Sumiswald (Kanton Bern) ist die älteste Krankenkasse der Schweiz. Sie wurde 1823 in der Rechtsform eines Vereins gegründet und hat diese bis heute beibehalten. Die Sumiswalder ist vor allem in der Deutschschweiz mit Schwerpunkt im Kanton Bern und den angrenzenden Kantonen aktiv. Sie beschäftigt 34 Mitarbeiter sowie einen Lernenden am Stammsitz in Sumiswald.     Das Kerngeschäft der Sumiswalder Kranken- und Unfallkasse umfasst die obligatorische Krankenversicherung (Grundversicherung) nach dem Schweizer Krankenversicherungsgesetz (KVG). Daneben ist die Sumiswalder auch in den Bereichen Zusatzversicherungen nach dem Versicherungsvertragsgesetz (VVG) und Taggeldversicherung (Lohnausfallversicherung) nach dem KVG aktiv. Die Versicherung vertreibt sowohl eigene Produkte und tritt aber auch als Vermittler von Zusatzversicherungen beispielsweise im Bereich Zahnversicherung, Rechtsschutzversicherung, Kapitalversicherung bei Unfall und/oder Tod und Reiseversicherung von Partnergesellschaft auf. Darüber hinaus stellt die Sumiswalder auch Versicherungslösungen für Firmenkunden zur Verfügung (z. B. Kollektivverträge und obligatorische Unfallversicherungen nach dem Unfallversicherungsgesetz (UVG)).     Im Geschäftsjahr 2013 zählte die Sumiswalder insgesamt 81.201 Versicherte. Im gleichen Berichtszeitraum verzeichnete das Unternehmen Prämieneinnahmen in Höhe von 64,5 Millionen Schweizer Franken, denen Leistungszahlungen in Höhe von 49,5 Millionen Franken gegenüber standen. In der Bilanz zum Geschäftsjahr 2012 wies die Sumiswalder eine Summe von 42,4 Millionen und einen Jahresgewinn von rund 1,9 Millionen Franken aus.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
79	62	SUPRA-1846 SA		Groupe Mutuel	yes- surpa separat weitergeführt	Yes	Nein	yes	SUPRA-1846 SA  Rue des Cèdres 5  Case postale  1919 Martigny   Tel. 0848 848 878   info@groupmutuel.ch   www.supra.ch		groupe_mutuel.png	Die SUPRA Caisse-maladie hat ihren Sitz in Lausanne (Kanton Waadt). Sie ist organisiert als Stiftung nach Schweizer Recht. Zum Abschlussstichtag des Geschäftsjahres 2012 versicherte die SUPRA 60.498 Personen. Hauptsächlich ist die Krankenversicherung im Bereich der obligatorischen Krankenversicherung (Grundversicherung) nach dem Krankenversicherungsgesetz (KVG) tätig. Die Tochtergesellschaft Assura SA ist nach dem Konkurs der Supra Assurances SA für die Segmente Zusatz- und Unfallversicherungen zuständig.     Die Bilanz der SUPRA Caisse-maladie weist eine Summe von 237,9 Millionen Franken aus. Die Prämieneinnahmen aus der obligatorischen Krankenpflegeversicherung beliefen sich im Geschäftsjahr auf rund 189,5 Millionen Franken. Dem gegenüberstanden Ausgaben für Versicherungsleistungen in Höhe von ca. 219,9 Millionen Franken. Das Jahresergebnis der SUPRA Caisse-maladie im Geschäftsjahr belief sich auf einen negativen Betrag von ca. 4,4 Millionen Franken.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
8	1384	SWICA Krankenversicherung	-	-	Yes	Yes	Nein	yes	Römerstrasse 38   8401 Winterthur   Tel. 052 244 22 33   Fax 052 244 22 90   swica@swica.ch    www.swica.ch		swica.png	Die SWICA mit Sitz in Winterthur (Kanton Zürich) ist eine der führenden Kranken- und Unfallversicherer der Schweiz. Sie versicherte 2012 rund 1,2 Millionen Menschen in der gesamten Schweiz und betreute ca. 27.000 Unternehmenskunden. Die SWICA besitzt die Rechtsform einer Aktiengesellschaft nach Schweizer Recht und weist eine Holdingstruktur auf, an deren Spitze die „SWICA Holding AG“ steht. 100-prozentige Tochterfirmen der SWICA sind die „SWICA Versicherungen AG“, die „SWICA Krankenversicherung AG“, die „SWICA Gesundheitsorganisationen“, die „ProVAG Versicherungen AG“, die „PRIMA Krankenversicherungen AG“ sowie die „SWICA Management AG“, die santémed Gesundheitszentren und die „Stiftung für ein erweitertes Versicherungsangebot“.     Im Bereich der Kranke- und Unfallversicherung beschäftigte die SWICA per 31. Dezember 2012 schweizweit 1.276 Mitarbeiter und in den Gesundheitszentren noch einmal 412 Mitarbeiter. Insgesamt ist die SWICA an über 80 Standorten mit Agenturen, Generalagenturen, Regionaldirektionen, Gesundheitszentren und Partnerpraxen in der Schweiz vertreten.     In ihrer Bilanz wies die SWICA eine Summe von 2,7 Milliarden Schweizer Franken und einen Jahresgewinn von rund 42,0 Millionen Franken aus. Die Einnahmen aus Versicherungsprämien betrugen im Geschäftsjahr 2012 rund 3,2 Milliarden Franken. Dem gegenüberstanden ca. 3,0 Milliarden Franken an Versicherungsleistungen.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
33	57	Sympany	-	-	yes	yes	Nein	yes	Sympany  Peter Merian-Weg 4  4002 Basel  Tel. 058 262 42 00  Fax 058 262 42 02  www.sympany.ch		sympany.png	Die Sympany mit Sitz in Basel (Kanton Basel) ist eine auf Krankenversicherungen spezialisierte Schweizer Versicherungsgesellschaft. Kerngeschäfte der als Stiftung organisierten Krankenkasse sind die Grundversicherung nach dem Krankenversicherungsgesetz (KVG) und entsprechende Zusatzversicherungen. Seit 2009 bietet die Sympany außerdem Versicherungen für Gebäude, Hausrat, Motorfahrzeuge und Privathaftpflicht an.     Die Unternehmensgruppe unter dem Dach der Sympany Stiftung umfasst insgesamt drei 100-prozentige Tochtergesellschaften. Bis 2009 trat die Sympany am Markt als Versicherer unter drei Marken auf. Herzstück der Geschäftstätigkeit bildete die Marke Vivao Sympany. Sie bot Versicherungslösungen für Privatpersonen mit dem Schwerpunkt Familie, Berufstätige und Jugendliche an. Die Moove Sympany richtete sich insbesondere an aktive, sportliche und junge Menschen, während die Trust Sympany sich ausschließlich auf Versicherungslösungen für Unternehmen konzentrierte. Seit 2010 treten die drei Marken der Versicherungsgesellschaft unter der einheitlichen Marke Sympany auf.     Bis 2008 war die Sympany außerdem über ihre Maklergesellschaft „Allcons“ auch im Beratungs- und Vermittlungsgeschäft für fremde Versicherungslösungen aktiv. Bis zur Trennung von der Allcons lag das Prämienvolumen für an Dritte vermittelte Kunden bei 147 Millionen Schweizer Franken.     Mit 538 Mitarbeitern und sechs Kundenzentren versicherte die Sympany zum Abschlussstichtag 31. Dezember 2013 schweizweit 203.097 Privat- und 12.250 Geschäftskunden. Das Unternehmensergebnis 2012 fiel mit 21,6 Millionen Franken 33 Prozent besser aus als im Geschäftsjahr 2011. Die Prämieneinnahmen beliefen sich im Berichtszeitraum auf 919 Millionen Franken. Dem standen Leistungen von 781 Millionen Franken gegenüber, was einem Rückgang um acht Prozent (63 Millionen		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
?	1402	Taggeldkasse bildende Künstler/Innen   Caisse d’indemnités journalières  pour artistes	-	-	Löschen: Taggeld ist VVG/   nicht brauchbar für Vergleich	nein	nein	nein	General Guisan-Quai 40   Postfach 4338   8022 Zürich   Tel. 01 284 31 13   Fax 01 284 47 33		-				7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
20	1555	Visana AG	-	-	yes	Yes	Ja	yes	Weltpoststrasse 19/21   Postfach 253   3000 Bern 15   Tel. 031 357 91 11   Fax 031 357 96 22   info@visana.ch   www.visana.ch		visana.png	Visana mit Sitz in Bern ist ein auf die Krankenversicherung und Unfallversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählt über 570'000 grundversicherte Personen. Insgesamt zählt sie rund 1,2 Mio. Versicherte und erzielte 2014 mit 1'290 Mitarbeitern Prämieneinnahmen von 2,9 Milliarden Schweizer Franken.  Der Konzern verfügt über eine Holdingstruktur mit der Stiftung Visana Plus als oberstes Dach der Gruppe sowie über die vier im Versicherungsbereich operativ tätigen Tochtergesellschaften Visana AG, Visana Versicherungen AG, sana24 AG und vivacare AG.  Die Visana-Gruppe gehört zu den grösseren schweizerischen Kranken- und Unfallversicherern. Sie bietet die obligatorische Krankenpflegeversicherung (OKP) nach Krankenversicherungsgesetz (KVG), Zusatz- und Sachversicherungen nach Versicherungsvertragsgesetz (VVG) und Unfallversicherungen nach Unfallversicherungsgesetz (UVG) an.  Visana versichert Privatkunden (Einzelpersonen und Familien) sowie Firmenkunden (Unternehmen, öffentliche Institutionen und Verbände). Für Letztere bietet sie Lohnausfall- und Unfallversicherungen an.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
82	966	vita surselva	-	-	yes	Yes	Nein	yes	Bahnhofstrasse 33   Postfach 217   7130 Ilanz   Tel. 081 925 61 60   Fax 081 925 61 73   vitasurselva@bluewin.ch   www.vitasurselva.ch		vita_surselva	Die vita surselva mit Sitz in Ilanz (Kanton Graubünden) ist eine der kleineren Schweizer Krankenversicherungsgesellschaft in Form einer Stiftung. Die Rechtsform einer Stiftung nach Schweizer Recht garantiert der vita surselva ihre Unabhängigkeit beispielsweise gegenüber Investoren und verpflichtet sie nur gegenüber ihren Kunden. Das Tätigkeitsgebiet der Krankenversicherung erstreckt sich auf die gesamte Schweiz. Das Hauptgeschäftsfeld konzentriert sich jedoch vorwiegend auf den Bezirk Sursleva und das übrige Gebiet des Kantons Graubünden.     Die Hauptgeschäftstätigkeit liegt im Bereich der obligatorischen Krankenversicherung nach dem Krankenversicherungsgesetz (KVG). Die wichtigste und engste Geschäftspartnerin ist die Rückversicherung RVK mit Sitz in Luzern. Die RVK ist eine Branchenorganisation von rund 50 kleineren und mittleren Schweizer Krankenversicherern. Die in ihr vertretenen Krankenversicherungen repräsentieren ca. 800.000 Versicherte. Der RVK ist der stärkste Rückversicherer auf dem schweizerischen Krankenversicherungsmarkt.     Die vita surselva bietet eigene Versicherungsprodukte und vermittelt auch Zusatzversicherungen nach dem Versicherungsvertragsgesetz (VVG) verschiedener Versicherungspartner. Darüber hinaus vermittelt die vita surselva auch Produkte im Bereich der Unfallversicherung nach dem Unfallversicherungsgesetz (UVG). Sie arbeitet in diesem Zusammenhang mit der Solida Versicherungen AG aus Zürich zusammen. Dadurch ist die vita surselva in der Lage, maßgeschneiderte Versicherungsprodukte und -lösungen seinen Kunden zu präsentieren.     Für Firmenkunden hält die vita surselva Kollektiv-Angebote im Bereich der obligatorischen Krankenversicherung nach dem KVG, der Unfallversicherung nach dem UVG sowie der Taggeldversicherung nach dem KVG bereit. Weiterhin gibt es Versicherungslösungen für Aushilfspersonal in landwirtschaftlichen Betrieben, Kapitalversicherung (UTI) und Schülerunfallversicherung.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
85	1570	Vivacare	Ein Angeobt der Visana	Visana	yes	yes	Ja	yes	Weltpoststrasse 19/21   Postfach 253   3000 Bern 15   Tel. 031 357 91 11   Fax 031 357 96 22   info@visana.ch   www.visana.ch		visana.png	Die Vivacare Krankenkasse ist ein Unternehmen von der Visana Gruppe und konnte im Jahr 2014 knapp 70’000 Versicherte aufweisen (laut BAG). Mit dem Hauptsitz in Bern bietet die vivacare AG verschiedene Krankenkassen Leistungen im Bereich Grundversicherung und Zusatzversicherung. Die Leistungen erstrecken sich für Einzelpersonen bis zu Familien und Senioren. In diesem Umfeld stützt sich diese auf alle Leistungen der Visana und somit auch für Versicherung im Bereich Hausrat, Privathaftpflicht, Gebäude, Rechtsschutz, Reise- und Auslandversicherung.		N/A	7,6	7	7	8	8	8	Sehr freundlich  Guter Service	Schwer erreichbar
?	509	Vivao Sympany AG				yes		yes	Peter Merian-Weg 4   4002 Basel   Tel. 058 262 42 00   Fax 058 262 42 02   basel.vivao@sympany.ch   www.sympany.ch		sympany.png				8,2	8	7	9	8	9	Sehr freundlich  Guter Service	Schwer erreichbar
?	1060	Wincare Versicherungen   Wincare Assurances   Wincare Assicurazioni	Ein Angebot der Sanitas	Sanitas	Für Vorversicherungs Vergleich	nein	Ja	nein	Konradstrasse 14   Postfach 299   8401 Winterthur   Tel. 044 298 63 00   Fax 044 298 62 50   info@wincare.ch    www.wincare.ch		sanitas.png	Die Sanitas Krankenversicherung mit Sitz in Zürich ist ein auf die Krankenversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählte Anfang 2014 rund 824'000 Versicherte und erzielte 2013 mit knapp 700 Mitarbeitern Prämieneinnahmen von 2,484 Milliarden Schweizer Franken. Damit finanzierte Sanitas Versicherungsleistungen in Höhe von 2,338 Milliarden Schweizer Franken.  Die Gruppe verfügt über eine Holdingstruktur und umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung (Sanitas, Wincare und Compact) und der Zusatzversicherungen (Sanitas und Wincare) tätig sind. Die in der Rechtsform einer Stiftung organisierte Sanitas Krankenversicherung bildet die Dachgesellschaft.  Das Kerngeschäft der Sanitas Gruppe ist die Grundversicherung nach demKrankenversicherungsgesetz, die rund 71 Prozent der gesamten Prämieneinnahmen ausmacht. Die Sparte mit den Zusatzversicherungen ist das zweite Standbein.		N/A	9	9	9	9	9	9	Sehr freundlich  Guter Service	Schwer erreichbar
