Versicherer	Kanton	Geschäftsjahr	Region	HMO	HMO-ID	HMO-Name	Strasse	PLZ	Ort
0455	NW	2016	PR-REG CH0	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0455	NW	2016	PR-REG CH0	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0455	NW	2016	PR-REG CH0	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0455	NW	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0455	OW	2016	PR-REG CH0	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0455	OW	2016	PR-REG CH0	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0455	OW	2016	PR-REG CH0	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0455	SG	2016	PR-REG CH1	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0455	SG	2016	PR-REG CH2	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0455	SG	2016	PR-REG CH3	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0455	SO	2016	PR-REG CH0	HMO_Kt	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0455	SZ	2016	PR-REG CH0	HMO_Kt	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0455	SZ	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0455	TG	2016	PR-REG CH0	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0455	TG	2016	PR-REG CH0	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0455	TG	2016	PR-REG CH0	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0455	TG	2016	PR-REG CH0	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0455	TG	2016	PR-REG CH0	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0455	TI	2016	PR-REG CH1	HMO_Kt	hmo6900	Studio Medico Sanacare	Via F. Pelli 7	6900	Lugano
0455	UR	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0455	ZG	2016	PR-REG CH0	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0455	ZG	2016	PR-REG CH0	HMO_Kt	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0455	ZH	2016	PR-REG CH1	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0455	ZH	2016	PR-REG CH1	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0455	ZH	2016	PR-REG CH1	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0455	ZH	2016	PR-REG CH1	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0455	ZH	2016	PR-REG CH1	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0455	ZH	2016	PR-REG CH2	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0455	ZH	2016	PR-REG CH3	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0509	AG	2016	PR-REG CH0	HMO	hmo4600A	CENTRAMED-Partner Olten Gruppenpraxis Bifang	Aarauerstrasse 55	4600	Olten
0509	AG	2016	PR-REG CH0	HMO	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0509	AG	2016	PR-REG CH0	HMO	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0509	AG	2016	PR-REG CH0	HMO	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
0509	BE	2016	PR-REG CH1	HMO	hmo2502J	Praxis Rosius	Jakob-Rosius-Strasse 3	2502	Biel/Bienne
0509	BE	2016	PR-REG CH1	HMO	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0509	BE	2016	PR-REG CH1	HMO	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0509	BE	2016	PR-REG CH1	HMO	hmo3012Z	Zentrum Zähringer	Zähringerstrasse 45	3012	Bern
0509	BE	2016	PR-REG CH1	HMO	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0509	BE	2016	PR-REG CH2	HMO	hmo2502J	Praxis Rosius	Jakob-Rosius-Strasse 3	2502	Biel/Bienne
0509	BE	2016	PR-REG CH2	HMO	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0509	BE	2016	PR-REG CH2	HMO	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0509	BE	2016	PR-REG CH2	HMO	hmo3012Z	Zentrum Zähringer	Zähringerstrasse 45	3012	Bern
0509	BE	2016	PR-REG CH2	HMO	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0509	BE	2016	PR-REG CH3	HMO	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0509	BE	2016	PR-REG CH3	HMO	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0509	BE	2016	PR-REG CH3	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	BL	2016	PR-REG CH1	HMO	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0509	BL	2016	PR-REG CH1	HMO	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0509	BL	2016	PR-REG CH2	HMO	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0509	BL	2016	PR-REG CH2	HMO	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0509	BL	2016	PR-REG CH2	HMO	hmo4600A	CENTRAMED-Partner Olten Gruppenpraxis Bifang	Aarauerstrasse 55	4600	Olten
0509	BS	2016	PR-REG CH0	HMO	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0509	BS	2016	PR-REG CH0	HMO	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0509	LU	2016	PR-REG CH1	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	LU	2016	PR-REG CH2	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	LU	2016	PR-REG CH3	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	LU	2016	PR-REG CH3	HMO	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0509	NW	2016	PR-REG CH0	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	NW	2016	PR-REG CH0	HMO	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0509	OW	2016	PR-REG CH0	HMO	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0509	SG	2016	PR-REG CH1	HMO	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0509	SG	2016	PR-REG CH2	HMO	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0509	SO	2016	PR-REG CH0	HMO	hmo3322E	Ärztezentrum Eigerpark	Eigerweg 4	3322	Urtenen-Schönbühl
0509	SO	2016	PR-REG CH0	HMO	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0509	SO	2016	PR-REG CH0	HMO	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0509	SO	2016	PR-REG CH0	HMO	hmo4600A	CENTRAMED-Partner Olten Gruppenpraxis Bifang	Aarauerstrasse 55	4600	Olten
0509	SO	2016	PR-REG CH0	HMO	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0509	SZ	2016	PR-REG CH0	HMO	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0509	UR	2016	PR-REG CH0	HMO	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0509	ZG	2016	PR-REG CH0	HMO	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0509	ZG	2016	PR-REG CH0	HMO	hmo6315	Centramed Gesundheitszentrum Ägerisee	Seemattweg 2a	6315	Oberägeri
0509	ZH	2016	PR-REG CH2	HMO	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
0509	ZH	2016	PR-REG CH2	HMO	hmo8400M	SanaCare HMO-Praxis	Marktgasse 34	8400	Winterthur
0509	ZH	2016	PR-REG CH2	HMO	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0509	ZH	2016	PR-REG CH3	HMO	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0509	ZH	2016	PR-REG CH3	HMO	hmo8048M	allcare Hausarzt-Zentrum	Mürtschenstrasse 26	8048	Zürich
0509	ZH	2016	PR-REG CH3	HMO	hmo8400M	SanaCare HMO-Praxis	Marktgasse 34	8400	Winterthur
0509	ZH	2016	PR-REG CH3	HMO	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0558	AG	2016	PR-REG CH0	HMO_Kt	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0558	AG	2016	PR-REG CH0	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	AG	2016	PR-REG CH0	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	AG	2016	PR-REG CH0	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0558	AG	2016	PR-REG CH0	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0558	BE	2016	PR-REG CH1	HMO_Kt	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0558	BE	2016	PR-REG CH1	HMO_Kt	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0558	BE	2016	PR-REG CH2	HMO_Kt	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0558	BE	2016	PR-REG CH2	HMO_Kt	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0558	LU	2016	PR-REG CH1	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	LU	2016	PR-REG CH1	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	LU	2016	PR-REG CH1	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0558	LU	2016	PR-REG CH2	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	LU	2016	PR-REG CH2	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	LU	2016	PR-REG CH2	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0558	LU	2016	PR-REG CH3	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	LU	2016	PR-REG CH3	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	LU	2016	PR-REG CH3	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0558	NW	2016	PR-REG CH0	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	NW	2016	PR-REG CH0	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	NW	2016	PR-REG CH0	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0558	NW	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0558	OW	2016	PR-REG CH0	HMO_Kt	hmo6003F	Centramed Praxis HMO	Frankenstrasse 2	6003	Luzern
0558	OW	2016	PR-REG CH0	HMO_Kt	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0558	OW	2016	PR-REG CH0	HMO_Kt	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0558	SG	2016	PR-REG CH1	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0558	SG	2016	PR-REG CH2	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0558	SG	2016	PR-REG CH3	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0558	SO	2016	PR-REG CH0	HMO_Kt	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0558	SZ	2016	PR-REG CH0	HMO_Kt	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0558	SZ	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0558	TG	2016	PR-REG CH0	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0558	TG	2016	PR-REG CH0	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0558	TG	2016	PR-REG CH0	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0558	TG	2016	PR-REG CH0	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0558	TG	2016	PR-REG CH0	HMO_Kt	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0558	TI	2016	PR-REG CH1	HMO_Kt	hmo6900	Studio Medico Sanacare	Via F. Pelli 7	6900	Lugano
0558	UR	2016	PR-REG CH0	HMO_Kt	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0558	ZG	2016	PR-REG CH0	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0558	ZG	2016	PR-REG CH0	HMO_Kt	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0558	ZH	2016	PR-REG CH1	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0558	ZH	2016	PR-REG CH1	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0558	ZH	2016	PR-REG CH1	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0558	ZH	2016	PR-REG CH1	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0558	ZH	2016	PR-REG CH1	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0558	ZH	2016	PR-REG CH2	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
0558	ZH	2016	PR-REG CH3	HMO_Kt	hmo8400R	Sanacare Gruppenpraxis	Rudolfstrasse 13	8400	Winterthur
0762	AG	2016	PR-REG CH0	HMO2016	hmo5000	Sanacare Gruppenpraxis	Kasinostrasse 30	5000	Aarau
0762	AG	2016	PR-REG CH0	HMO2016	hmo5034	Medix Praxis	Alte Gasse 8	5034	Suhr
0762	AG	2016	PR-REG CH0	HMO2016	hmo5036M	Monvia Gesundheitszentrum Oberentfelden	Muhenstrasse 13	5036	Oberentfelden
0762	AG	2016	PR-REG CH0	HMO2016	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0762	AG	2016	PR-REG CH0	HMO2016	hmo5707	Medix Praxis Brestenberg	Brestenbergstrasse 21	5707	Seengen
0762	BE	2016	PR-REG CH1	HMO2016	hmo2502	Medix Praxis	Schmiedengasse 1	2502	Biel/Bienne
0762	BE	2016	PR-REG CH1	HMO2016	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0762	BE	2016	PR-REG CH1	HMO2016	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
0762	BE	2016	PR-REG CH1	HMO2016	hmo3000AN	MediX Ärztenetz Bern	Bubenbergplatz 11	3000	Bern
0762	BE	2016	PR-REG CH1	HMO2016	hmo3007BM	Medix Praxis Brunnmatt	Brunnmattstrasse 63	3007	Bern
0762	BE	2016	PR-REG CH1	HMO2016	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0762	BE	2016	PR-REG CH1	HMO2016	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0762	BE	2016	PR-REG CH1	HMO2016	hmo3018	Medix Praxis Fellergut	Mühledorfstrasse 1	3018	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo2503	Sanacare Gruppenpraxis	Neumarktstrasse 27	2503	Biel/Bienne
0762	BE	2016	PR-REG CH2	HMO2016	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
0762	BE	2016	PR-REG CH2	HMO2016	hmo3000AN	MediX Ärztenetz Bern	Bubenbergplatz 11	3000	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo3007BM	Medix Praxis Brunnmatt	Brunnmattstrasse 63	3007	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo3011B10	Sanacare Gruppenpraxis	Bubenbergplatz 10	3011	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo3018	Medix Praxis Fellergut	Mühledorfstrasse 1	3018	Bern
0762	BE	2016	PR-REG CH2	HMO2016	hmo3123	Medix Praxis für Hausarztmedizin Belp	Belpbergstrasse 3	3123	Belp
0762	BE	2016	PR-REG CH3	HMO2016	hmo2504	Medplace Biel-Bözingen	Bözigerstrasse 140	2504	Biel/Bienne
0762	BE	2016	PR-REG CH3	HMO2016	hmo3014T	Monvia Gesundheitszentrum Bern	Tellstrasse 32	3014	Bern
0762	BS	2016	PR-REG CH0	HMO2016	hmo4051S	CENTRAMED Basel	Sternengasse 21	4051	Basel
0762	BS	2016	PR-REG CH0	HMO2016	hmo4125	CENTRAMED Riehen	Schützengasse 37	4125	Riehen
0762	LU	2016	PR-REG CH1	HMO2016	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0762	LU	2016	PR-REG CH1	HMO2016	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0762	LU	2016	PR-REG CH1	HMO2016	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0762	LU	2016	PR-REG CH1	HMO2016	hmo6004S	Monvia Gesundheitszentrum Luzern	Spitalstrasse 40	6004	Luzern
0762	LU	2016	PR-REG CH1	HMO2016	hmo6034	Monvia Gesundheitszentrum Inwil	Hauptstrasse 35	6034	Inwil
0762	LU	2016	PR-REG CH1	HMO2016	hmo6280	Monvia Gesundheitszentrum Hochdorf	Brauiplatz 4	6280	Hochdorf
0762	LU	2016	PR-REG CH2	HMO2016	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0762	LU	2016	PR-REG CH2	HMO2016	hmo6003O	Sanacare Gruppenpraxis 	Paulusplatz / Obergrundstrasse 73	6003	Luzern
0762	LU	2016	PR-REG CH2	HMO2016	hmo6004	Sanacare Gruppenpraxis 	Löwencenter / Zürichstrasse 9	6004	Luzern
0762	LU	2016	PR-REG CH2	HMO2016	hmo6004S	Monvia Gesundheitszentrum Luzern	Spitalstrasse 40	6004	Luzern
0762	LU	2016	PR-REG CH2	HMO2016	hmo6034	Monvia Gesundheitszentrum Inwil	Hauptstrasse 35	6034	Inwil
0762	LU	2016	PR-REG CH2	HMO2016	hmo6280	Monvia Gesundheitszentrum Hochdorf	Brauiplatz 4	6280	Hochdorf
0762	LU	2016	PR-REG CH3	HMO2016	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0762	LU	2016	PR-REG CH3	HMO2016	hmo6004S	Monvia Gesundheitszentrum Luzern	Spitalstrasse 40	6004	Luzern
0762	LU	2016	PR-REG CH3	HMO2016	hmo6034	Monvia Gesundheitszentrum Inwil	Hauptstrasse 35	6034	Inwil
0762	LU	2016	PR-REG CH3	HMO2016	hmo6280	Monvia Gesundheitszentrum Hochdorf	Brauiplatz 4	6280	Hochdorf
0762	SG	2016	PR-REG CH1	HMO2016	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0762	SG	2016	PR-REG CH2	HMO2016	hmo9000	Sanacare Gruppenpraxis	Rosenbergstrasse 16	9000	St. Gallen
0762	SO	2016	PR-REG CH0	HMO2016	hmo4600F	Monvia Gesundheitszentrum Olten	Froburgstrasse 4	4600	Olten
0762	SZ	2016	PR-REG CH0	HMO2016	hmo6430	Sanacare Gruppenpraxis	Oberer Steisteg 18/20	6430	Schwyz
0762	TI	2016	PR-REG CH1	HMO2016	hmo6900	Studio Medico Sanacare	Via F. Pelli 7	6900	Lugano
0762	UR	2016	PR-REG CH0	HMO2016	hmo6460D	Centramed Gesundheitspraxis	Dätwylerstrasse 15	6460	Altdorf
0762	ZG	2016	PR-REG CH0	HMO2016	hmo6300	Centramed Praxis HMO	Baarerstrasse 8	6300	Zug
0762	ZH	2016	PR-REG CH1	HMO2016	hmo5630	Monvia Gesundheitszentrum Muri	Luzernerstrasse 35	5630	Muri AG
0762	ZH	2016	PR-REG CH1	HMO2016	hmo6034	Monvia Gesundheitszentrum Inwil	Hauptstrasse 35	6034	Inwil
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8001	Sanacare Gruppenpraxis Stadelhofen	Gottfried Keller-Strasse 7	8001	Zürich-Stadelhofen
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8001S	Sanacare Gruppenpraxis	Rämistrasse 34	8001	Zürich
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8003	Sanacare Gruppenpraxis	Weststrasse 75	8003	Zürich-Wiedikon
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8037	Medix Praxis	Rotbuchstrasse 46	8037	Zürich-Wipkingen
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8045	Ärztezentrum Sihlcity	Kalanderplatz 1	8045	Zürich
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8046	Sanacare Gruppenpraxis	In Böden 174	8046	Zürich-Affoltern
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8048	Medix Praxis	Eugen-Huber-Strasse 16	8048	Zürich-Altstetten
0762	ZH	2016	PR-REG CH1	HMO2016	hmo8050G	Sanacare Gruppenpraxis	Gubelstrasse 28	8050	Zürich-Oerlikon
