ID - KNIP	ID - BAG	Company	Abreviation	belongs to	Motherhouse	Can be purchased	contract	Can be used for comparison	Adr.	Policy Conditions	Image	descripion_de	description_en	Reviews	Gesammt Note	Tage bis Rückerstattung	Geschwindigkeit Rückerstattung	Kundenzufriedenheit	Knip Kollaboration	positive 	negative	E-mail for insurance application
3309	1507	Fondation AMB		Ein Angebot der Groupe Mutuel	Groupe Mutuel	nein	Nein	nein	AMB\nRoute de Verbier 13\n1934 Le Châble\nTél. 058 758 60 70\nFax: 058 758 60 89\nE-mail: info@amb-assurance.ch\n www.amb-assurance.ch		groupe_mutuel.png	Rund 1,2 Millionen (1'190'000) Einzelversicherte sind den Mitgliedskrankenversicherern der Groupe Mutuel für die obligatorische Krankenpflegeversicherung (OKP) angeschlossen. Zählt man die Versicherten mit nur einer privaten Zusatzversicherung dazu, beträgt die Versichertenzahl 1,4 Millionen. Rund 17'000 Unternehmen aus allen Tätigkeitsbereichen vertrauen bei ihren Taggeldversicherungen, Unfallversicherungen und der beruflichen Vorsorge voll und ganz den Versicherern der Groupe Mutuel. Der Umsatz aller Mitgliedsgesellschaften übersteigt 4,6 Milliarden Franken, rund 3,7 Milliarden stammen aus dem Bereich Krankenversicherung. Die Krankenversicherer der Groupe Mutuel bieten umfassende Lösungspakete in der obligatorischen Krankenpflegeversicherung und den Zusatzversicherungen an. Die Groupe Mutuel verwaltet ausserdem zwei Vorsorgestiftungen: die schweizweit tätige Groupe Mutuel Vorsorge und die Walliser Vorsorge, die auf die Unternehmen im Kanton Wallis ausgerichtet ist. Die Groupe Mutuel Leben GMV AG deckt den Bereich Lebensversicherungen ab. Mit ihren verschiedenen Versicherungsgesellschaften ist die Groupe Mutuel, Association d’assureurs, ein umfassendes Unternehmen, das Einzelpersonen sowie Unternehmen mit bedarfsgerechten Versicherungslösungen unterstützt.			n.v.					n.v.		info@amb-assurance.ch
52	1577	Sanagate AG	Sanagate	Ein Angebot der CSS	CSS Versicherung AG	Yes	Nein	yes	Tribschenstrasse 21\n Postfach 2568\n 6002 Luzern\n Tel. 0800 347 358\n Fax 058 911 80 33\n office.de@sanagate.ch\n www.sanagate.ch		css_Versicherungen_ag	Die Sanagate AG ist eine 100-prozentige Tochtergesellschaft der CSS Gruppe, eines auf Krankenversicherungen spezialisierten Schweizer Versicherungskonzerns. Sitz der Sanagate ist Luzern (Kanton Luzern), wo auch der CSS Konzern seinen Sitz hat.\n \nAls Online- und Direktversicherer verzichtet die Sanagate AG komplett auf Zweigstellen oder ein ausgebautes Filial- oder Beraternetz. Vor diesem Hintergrund zeichnet sich der Direktversicherer durch eine schlanke Struktur und Verwaltung, keine Sammelrechnungen, kein kostenintensives Agenturnetz etc. aus. Die Kostenersparnisse, die die Krankenversicherung dadurch erzielen kann, gibt sie an ihre Kunden in Form von langfristig günstigen Prämien weiter. Versicherte müssen dabei nicht auf Leistungen oder ähnliches verzichten. Die Sanagate AG bietet ihren Versicherten die gleichen Leistungen einer gesetzlichen Krankenversicherung und offeriert darüber hinaus weitere attraktive Zusatzangebote.\n \nEckpfeiler der Strategie der Sanagate sind schlanke Strukturen, einfach und übersichtliche Versicherungsprodukte im Rahmen der obligatorischen Krankenversicherung nach dem KVG sowie eine hohe Eigenverantwortung der Versicherten. Dadurch werden nachhaltig günstige Prämien ermöglicht. Die Sanagate AG stellt eine innovative Reaktion auf die Entwicklungen des Schweizer Gesundheitswesens dar. Sie bietet ein übersichtliches Produktportfolio und stellt in der Grundversicherung mit der ordentlichen Grundversicherung und der Hausarztversicherung zwei Varianten den Versicherten zur Auswahl. Im Bereich der Zusatzversicherung bietet die Sanagate AG fünf weitere Versicherungen, die das Angebot komplettieren (Ambulantversicherung, Spitalversicherung, Alternativversicherung, Zahnpflegeversicherung und Versicherung bei Tod oder Invalidität durch Unfall).\n \nDie CSS Gruppe gehört mit einer Versichertenzahl per 31. Dezember 2012 von über 1,2 Millionen Versicherten zu den führenden Schweizer Krankenversicherungen. Von den 1,2 Millionen Versicherten entfallen 49.445 Versicherte (ca. vier Prozent) auf die Sanagate AG. Im Vergleichszeitraum 2011 versicherte die Sanagate dagegen nur 30.285 Menschen.			n.v.	15	4.5	4.9	4		Solvenzquote nicht ausreichend (BAG)	vertrieb@sanagate.ch
74	901	sanavals Gesundheitskasse	Sanavals	-	-	Yes	Nein	yes	Haus ISIS\n Postfach 18\n 7132 Vals\n Tel. 081 935 11 44\n Fax 081 936 90 28\n info@sanavals.ch\n www.sanavals.ch		sanavals.png	Die Sanavals Gesundheitskasse ist eine sehr kleine Krankenversicherung, die gerade mal circa 2460 Versicherte im Kanton Graubünden mit drei Mitarbeitern betreut. Das Jahr 2012 schloss die Krankenversicherung mit einem fast doppelt so guten Ergebnis zum Vorjahr ab und erzielte hier im Jahr 2012 ein Jahresergebnis von 1.129.524,17 CHF. Neben der Grundversicherung und der Unfallversicherung bietet die Sanavals Gesundheitskasse natürlich auch einige Zusatzversicherungen nach VVG an, wie zum Beispiel Versicherungen gegen Invalidität auf Grund von Unfall oder Krankheit, Zahnschutzversicherungen oder aber Spitalgeldversicherungen und viele mehr. Die Sanavals Gesundheitskasse hat ihren Hauptsitz in Vals, an dem die Mitarbeiter persönlich angetroffen werden können, sowie eine Internetseite, über die die Kunden ebenfalls mit den Mitarbeitern in Kontakt treten können. Natürlich sind die Angestellten der Gesundheitskasse zu den Geschäftsöffnungszeiten auch über das Telefon erreichbar. 			n.v.	17	4	n.v.	n.v.	n.v.		info@sanavals.ch
19	1509	Sanitas Grundversicherungen AG	Sanitas	-	-	Yes	Yes	yes	Jägergasse 3\n Postfach 2010\n 8021 Zürich\n Tel. 044 298 63 00\n Fax 044 298 62 50\n info@sanitas.com\n www.sanitas.com		sanitas.png	Die Sanitas Krankenversicherung mit Sitz in Zürich ist ein auf die Krankenversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählte Anfang 2014 rund 824'000 Versicherte und erzielte 2013 mit knapp 700 Mitarbeitern Prämieneinnahmen von 2,484 Milliarden Schweizer Franken. Damit finanzierte Sanitas Versicherungsleistungen in Höhe von 2,338 Milliarden Schweizer Franken.\n\nDie Gruppe verfügt über eine Holdingstruktur und umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung (Sanitas, Wincare und Compact) und der Zusatzversicherungen (Sanitas und Wincare) tätig sind. Die in der Rechtsform einer Stiftung organisierte Sanitas Krankenversicherung bildet die Dachgesellschaft.\n\nDas Kerngeschäft der Sanitas Gruppe ist die Grundversicherung nach demKrankenversicherungsgesetz, die rund 71 Prozent der gesamten Prämieneinnahmen ausmacht. Die Sparte mit den Zusatzversicherungen ist das zweite Standbein.\n\n\n\n			5.8	5	6	5.5	6	Höchte Kundenzufriedenheit (Ktipp)\nSehr kurze Rückerstattungszeit\nHohe Kundenzufriedenheit		info@sanitas.com
101	941	sodalis gesundheitsgruppe	Sodalis	-	-	yes	nein	yes	Balfrinstrasse 15\n 3930 Visp\n Tel. 027 948 14 00 \n Fax 027 948 14 04\n info@sodalis.ch \n www.sodalis.ch		-				n.v.	6	5	n.v.	n.v.	n.v.		info@sodalis.ch 
69	1318	Stiftung Krankenkasse Wädenswil	KK Wädenswil	-	-	Yes	Nein	yes	Schönenbergstrasse 28\n 8820 Wädenswil\n Tel. 044 780 74 00\n Fax 044 780 87 33\n www.kkwaedenswil.ch		krankenkasse_wädenswil.png	Die Krankenkasse Wädenswil liegt direkt am Zürichsee-Ufer und wird von fünf Mitarbeitern geführt. Da es sich um ein kleines Team im Versicherungsunternehmen handelt, ist es überaus flexibel. Insbesondere innovative Produkte werden in der Schweiz immer gern gesehen. Auch wenn das Unternehmen für die ganze Schweiz und international arbeitet, kennt jeder Mitarbeiter jeden Kunden und entscheidet im Zweifelfall kulant. Kurze Wege und übersichtliche Strukturen optimieren den Arbeitsablauf. Der Standort befindet sich direkt in Wädenswill, so dass die Nähe zu den Versicherten jederzeit gegeben ist. Die Geschäftsbereiche der Versicherung erstrecken sich auf Krankheitskapital, Auslandsversicherungen, Unfallkapital und zahlreiche Zusatzversicherungen. Dazu gehören die Heilkostenzusatzversicherung, die Taggeldversicherung, die Spitalversicherung und die Zahnflegeversicherung. Hinzu kommt die Vermittlung von der Hausarztversicherung, wobei die unterschiedlchen Kantone bedacht werden müssen. Aargau, Schwyz und Zürich gehören dazu. Das Geschäftsjahr 2012 war ein Erfolg, denn die Krankenkasse Wädenswil konnte ihren Bestand weiterhin erweitern.Insgesamt schließt der Bericht mit 643 793.94 Franken ab.			n.v.	6	5	n.v.	n.v.	n.v.		info@kkwaedenswil.ch
78	194	Sumiswalder Krankenkasse	KK Sumiswalder	-	-	Yes	Nein	yes	Spitalstrasse 47\n 3454 Sumiswald\n Tel. 034 432 30 60\n Fax 034 432 30 61\n info@sumiswalder.ch \n www.sumiswalder.ch		sumiswalder.png	Die Sumiswalder Kranken- und Unfallkasse mit Sitz in Sumiswald (Kanton Bern) ist die älteste Krankenkasse der Schweiz. Sie wurde 1823 in der Rechtsform eines Vereins gegründet und hat diese bis heute beibehalten. Die Sumiswalder ist vor allem in der Deutschschweiz mit Schwerpunkt im Kanton Bern und den angrenzenden Kantonen aktiv. Sie beschäftigt 34 Mitarbeiter sowie einen Lernenden am Stammsitz in Sumiswald.\n \nDas Kerngeschäft der Sumiswalder Kranken- und Unfallkasse umfasst die obligatorische Krankenversicherung (Grundversicherung) nach dem Schweizer Krankenversicherungsgesetz (KVG). Daneben ist die Sumiswalder auch in den Bereichen Zusatzversicherungen nach dem Versicherungsvertragsgesetz (VVG) und Taggeldversicherung (Lohnausfallversicherung) nach dem KVG aktiv. Die Versicherung vertreibt sowohl eigene Produkte und tritt aber auch als Vermittler von Zusatzversicherungen beispielsweise im Bereich Zahnversicherung, Rechtsschutzversicherung, Kapitalversicherung bei Unfall und/oder Tod und Reiseversicherung von Partnergesellschaft auf. Darüber hinaus stellt die Sumiswalder auch Versicherungslösungen für Firmenkunden zur Verfügung (z. B. Kollektivverträge und obligatorische Unfallversicherungen nach dem Unfallversicherungsgesetz (UVG)).\n \nIm Geschäftsjahr 2013 zählte die Sumiswalder insgesamt 81.201 Versicherte. Im gleichen Berichtszeitraum verzeichnete das Unternehmen Prämieneinnahmen in Höhe von 64,5 Millionen Schweizer Franken, denen Leistungszahlungen in Höhe von 49,5 Millionen Franken gegenüber standen. In der Bilanz zum Geschäftsjahr 2012 wies die Sumiswalder eine Summe von 42,4 Millionen und einen Jahresgewinn von rund 1,9 Millionen Franken aus.			n.v.	4	6	n.v.	n.v.	n.v.		info@sumiswalder.ch 
79	62	SUPRA-1846 SA	Supra		Groupe Mutuel	Yes	Nein	yes	Av. de la Rasude 8\n1006 Lausanne \nTel. 0848 803 111\ninfo@groupemutuel.ch\nwww.supra.ch		groupe_mutuel.png	Die SUPRA Caisse-maladie hat ihren Sitz in Lausanne (Kanton Waadt). Sie ist organisiert als Stiftung nach Schweizer Recht. Zum Abschlussstichtag des Geschäftsjahres 2012 versicherte die SUPRA 60.498 Personen. Hauptsächlich ist die Krankenversicherung im Bereich der obligatorischen Krankenversicherung (Grundversicherung) nach dem Krankenversicherungsgesetz (KVG) tätig. Die Tochtergesellschaft Assura SA ist nach dem Konkurs der Supra Assurances SA für die Segmente Zusatz- und Unfallversicherungen zuständig.\n \nDie Bilanz der SUPRA Caisse-maladie weist eine Summe von 237,9 Millionen Franken aus. Die Prämieneinnahmen aus der obligatorischen Krankenpflegeversicherung beliefen sich im Geschäftsjahr auf rund 189,5 Millionen Franken. Dem gegenüberstanden Ausgaben für Versicherungsleistungen in Höhe von ca. 219,9 Millionen Franken. Das Jahresergebnis der SUPRA Caisse-maladie im Geschäftsjahr belief sich auf einen negativen Betrag von ca. 4,4 Millionen Franken.			4.4	15	4.5	4.6	4	n.v.		 info@groupmutuel.ch
43	1565	Avanex		Ein Angebot der Helsana Gruppe	Helsana Gruppe	nein	Nein	yes	Helsana-Gruppe\navanex Versicherungen AG \nPostfach\n8081 Zürich\nTel. 043 340 11 13\nFax 043 340 01 11\nwww.avanex.ch		helsana.png	Die Helsana AG mit Sitz in Dübendorf ist ein auf die Krankenversicherung spezialisierter Schweizer Versicherungskonzern. Mit 1,9 Millionen Versicherten und Prämieneinnahmen von 6 Milliarden Schweizer Franken ist die Helsana-Gruppe der führende Kranken- und Unfallversicherer der Schweiz. Die Unternehmensgruppe beschäftigt rund 3000 Mitarbeitende und umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung, der Zusatzversicherungen und der Unfallversicherungen tätig sind. Diese treten unter den Namen Helsana, Progrès, Sansan und Avanex als eigenständige Marken am Markt auf. Das Kerngeschäft der Helsana-Gruppe bildet die Grundversicherung nach dem Krankenversicherungsgesetz und generiert damit rund 70 Prozent der gesamten Prämieneinnahmen. Die Sparte Zusatzversicherungen bildet mit 27 Prozent der Prämieneinnahmen das zweite Standbein. Daneben bietet die Gruppe Unternehmen und Verbänden Kollektivtaggeld- und Unfallversicherungen sowie Lösungen in der beruflichen Vorsorge an.\n\n			n.v.							kb1.zuerich@helsana.ch
50	1566	sansan Versicherungen AG		Ein Angebot der Helsana Gruppe	Helsana Gruppe	nein	Nein	yes	Helsana-Gruppe\nsansan Versicherungen AG\nPostfach\n8081 Zürich\nTel. 043 340 11 11\n Fax 043 340 01 11\n http://www.helsana.ch		helsana.png	Die Helsana AG mit Sitz in Dübendorf ist ein auf die Krankenversicherung spezialisierter Schweizer Versicherungskonzern. Mit 1,9 Millionen Versicherten und Prämieneinnahmen von 6 Milliarden Schweizer Franken ist die Helsana-Gruppe der führende Kranken- und Unfallversicherer der Schweiz. Die Unternehmensgruppe beschäftigt rund 3000 Mitarbeitende und verfügt über ein schweizweites Netz von 22 Generalagenturen und 19 Verkaufsstellen. \nDer Konzern umfasst fünf operativ tätige Tochtergesellschaften, die auf den Gebieten der Grundversicherung, der Zusatzversicherungen und der Unfallversicherungen tätig sind. Diese treten unter den Namen Helsana, Progrès, Sansan und Avanex als eigenständige Marken am Markt auf. Aerosana, eine weitere ehemalige Tochtergesellschaft, fusionierte per 1. Januar 2011 mit Progrès.\nDas Kerngeschäft der Helsana-Gruppe bildet die Grundversicherung nach demKrankenversicherungsgesetz und generiert damit rund 70 Prozent der gesamten Prämieneinnahmen. Die Sparte Zusatzversicherungen bildet mit 27 Prozent der Prämieneinnahmen das zweite Standbein. Daneben bietet die Gruppe Unternehmen und Verbänden Kollektivtaggeld- und Unfallversicherungen sowie Lösungen in der beruflichen Vorsorge an.\n			n.v.							kb1.zuerich@helsana.ch
8	1384	SWICA Krankenversicherung	Swica	-	-	Yes	Nein	yes	Römerstrasse 38\n 8401 Winterthur\n Tel. 052 244 22 33\n Fax 052 244 22 90\n swica@swica.ch \n www.swica.ch		swica.png	Die SWICA mit Sitz in Winterthur (Kanton Zürich) ist eine der führenden Kranken- und Unfallversicherer der Schweiz. Sie versicherte 2012 rund 1,2 Millionen Menschen in der gesamten Schweiz und betreute ca. 27.000 Unternehmenskunden. Die SWICA besitzt die Rechtsform einer Aktiengesellschaft nach Schweizer Recht und weist eine Holdingstruktur auf, an deren Spitze die „SWICA Holding AG“ steht. 100-prozentige Tochterfirmen der SWICA sind die „SWICA Versicherungen AG“, die „SWICA Krankenversicherung AG“, die „SWICA Gesundheitsorganisationen“, die „ProVAG Versicherungen AG“, die „PRIMA Krankenversicherungen AG“ sowie die „SWICA Management AG“, die santémed Gesundheitszentren und die „Stiftung für ein erweitertes Versicherungsangebot“.\n \nIm Bereich der Kranke- und Unfallversicherung beschäftigte die SWICA per 31. Dezember 2012 schweizweit 1.276 Mitarbeiter und in den Gesundheitszentren noch einmal 412 Mitarbeiter. Insgesamt ist die SWICA an über 80 Standorten mit Agenturen, Generalagenturen, Regionaldirektionen, Gesundheitszentren und Partnerpraxen in der Schweiz vertreten.\n \nIn ihrer Bilanz wies die SWICA eine Summe von 2,7 Milliarden Schweizer Franken und einen Jahresgewinn von rund 42,0 Millionen Franken aus. Die Einnahmen aus Versicherungsprämien betrugen im Geschäftsjahr 2012 rund 3,2 Milliarden Franken. Dem gegenüberstanden ca. 3,0 Milliarden Franken an Versicherungsleistungen.			5.1	2	6	5.4	4	Sehr kurze Rückerstattungszeit\nHohe Kundenzufriedenheit		swica@swica.ch 
20	1555	Visana AG	Visana	-	-	Yes	Yes	yes	Weltpoststrasse 19/21\n Postfach 253\n 3000 Bern 15\n Tel. 031 357 91 11\n Fax 031 357 96 22\ninfo@visana.ch\n www.visana.ch		visana.png	Visana mit Sitz in Bern ist ein auf die Krankenversicherung und Unfallversicherungspezialisierter Schweizer Versicherungskonzern. Die Unternehmensgruppe zählt über 570'000 grundversicherte Personen. Insgesamt zählt sie rund 1,2 Mio. Versicherte und erzielte 2014 mit 1'290 Mitarbeitern Prämieneinnahmen von 2,9 Milliarden Schweizer Franken.\nDer Konzern verfügt über eine Holdingstruktur mit der Stiftung Visana Plus als oberstes Dach der Gruppe sowie über die vier im Versicherungsbereich operativ tätigen Tochtergesellschaften Visana AG, Visana Versicherungen AG, sana24 AG und vivacare AG.\nDie Visana-Gruppe gehört zu den grösseren schweizerischen Kranken- und Unfallversicherern. Sie bietet die obligatorische Krankenpflegeversicherung (OKP) nach Krankenversicherungsgesetz (KVG), Zusatz- und Sachversicherungen nach Versicherungsvertragsgesetz (VVG) und Unfallversicherungen nach Unfallversicherungsgesetz (UVG) an.\nVisana versichert Privatkunden (Einzelpersonen und Familien) sowie Firmenkunden (Unternehmen, öffentliche Institutionen und Verbände). Für Letztere bietet sie Lohnausfall- und Unfallversicherungen an.\n			5.6	5	6	4.8	6	Sehr kurze Rückerstattungszeit\nHohe Kundenzufriedenheit		 kam-mitte@visana.ch
82	966	vita surselva	Vita Surselva	-	-	Yes	Nein	yes	Bahnhofstrasse 33\n Postfach 217\n 7130 Ilanz\n Tel. 081 925 61 60\n Fax 081 925 61 73\n vitasurselva@bluewin.ch\n www.vitasurselva.ch		vita_surselva	Die vita surselva mit Sitz in Ilanz (Kanton Graubünden) ist eine der kleineren Schweizer Krankenversicherungsgesellschaft in Form einer Stiftung. Die Rechtsform einer Stiftung nach Schweizer Recht garantiert der vita surselva ihre Unabhängigkeit beispielsweise gegenüber Investoren und verpflichtet sie nur gegenüber ihren Kunden. Das Tätigkeitsgebiet der Krankenversicherung erstreckt sich auf die gesamte Schweiz. Das Hauptgeschäftsfeld konzentriert sich jedoch vorwiegend auf den Bezirk Sursleva und das übrige Gebiet des Kantons Graubünden.\n \nDie Hauptgeschäftstätigkeit liegt im Bereich der obligatorischen Krankenversicherung nach dem Krankenversicherungsgesetz (KVG). Die wichtigste und engste Geschäftspartnerin ist die Rückversicherung RVK mit Sitz in Luzern. Die RVK ist eine Branchenorganisation von rund 50 kleineren und mittleren Schweizer Krankenversicherern. Die in ihr vertretenen Krankenversicherungen repräsentieren ca. 800.000 Versicherte. Der RVK ist der stärkste Rückversicherer auf dem schweizerischen Krankenversicherungsmarkt.\n \nDie vita surselva bietet eigene Versicherungsprodukte und vermittelt auch Zusatzversicherungen nach dem Versicherungsvertragsgesetz (VVG) verschiedener Versicherungspartner. Darüber hinaus vermittelt die vita surselva auch Produkte im Bereich der Unfallversicherung nach dem Unfallversicherungsgesetz (UVG). Sie arbeitet in diesem Zusammenhang mit der Solida Versicherungen AG aus Zürich zusammen. Dadurch ist die vita surselva in der Lage, maßgeschneiderte Versicherungsprodukte und -lösungen seinen Kunden zu präsentieren.\n \nFür Firmenkunden hält die vita surselva Kollektiv-Angebote im Bereich der obligatorischen Krankenversicherung nach dem KVG, der Unfallversicherung nach dem UVG sowie der Taggeldversicherung nach dem KVG bereit. Weiterhin gibt es Versicherungslösungen für Aushilfspersonal in landwirtschaftlichen Betrieben, Kapitalversicherung (UTI) und Schülerunfallversicherung.			n.v.	21	3.5	n.v.	n.v.			vitasurselva@bluewin.ch
3310	1573	Indivo Versicherungen AG\n(IST NICHT AKTIV)		Ein Angebot der Helsana	Helsana Gruppe	nein	nein	nein	Helsana Gruppe\nindivo Versicherungen AG\nPostfach\n8081 Zürich\nTel. 043 340 11 17\nFax 043 340 01 17\nwww.indivo.ch		helsana.png				n.v.							
85	1570	Vivacare	Vivacare	Ein Angeobt der Visana	Visana	yes	Yes	yes	Weltpoststrasse 19/21\n Postfach 253\n 3000 Bern 15\n Tel. 031 357 91 11\n Fax 031 357 96 22\ninfo@visana.ch\n www.visana.ch		visana.png	Die Vivacare Krankenkasse ist ein Unternehmen von der Visana Gruppe und konnte im Jahr 2014 knapp 70’000 Versicherte aufweisen (laut BAG). Mit dem Hauptsitz in Bern bietet die vivacare AG verschiedene Krankenkassen Leistungen im Bereich Grundversicherung und Zusatzversicherung. Die Leistungen erstrecken sich für Einzelpersonen bis zu Familien und Senioren. In diesem Umfeld stützt sich diese auf alle Leistungen der Visana und somit auch für Versicherung im Bereich Hausrat, Privathaftpflicht, Gebäude, Rechtsschutz, Reise- und Auslandversicherung.			n.v.	10	5	n.v.	n.v.			kam-mitte@visana.ch
3313	509	Vivao Sympany AG	Vivao	-	Sympany	yes	nein	yes	Peter Merian-Weg 4\n 4002 Basel\n Tel. 058 262 42 00\n Fax 058 262 42 02\n basel.vivao@sympany.ch\n www.sympany.ch		sympany.png				n.v.	7	5	n.v.	n.v.			 basel.vivao@sympany.ch
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1179	Caisse-maladie du Personnel \ncommunal de la Ville de Neuchâtel		Ein Angebot der Groupe Mutuel	Groupe Mutuel	nein	nein	nein	Hôtel de Ville\n 2000 Neuchâtel\n Groupe Mutuel\n Caisse-maladie du Personnel communal de \n la Ville de Neuchâtel\n Rue du Nord 5\n 1920 Martigny\n Tel. 0848 803 111\n Fax 0848 803 112\n info@groupemutuel.ch\n www.groupemutuel.ch		groupe_mutuel.png	-			n.v.							info@groupemutuel.ch
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1402	Taggeldkasse bildende Künstler/Innen\n Caisse d’indemnités journalières\npour artistes		-	-	nein	nein	nein	General Guisan-Quai 40\n Postfach 4338\n 8022 Zürich\n Tel. 01 284 31 13\n Fax 01 284 47 33		-											
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1491	Gewerbliche Krankenkasse Bern				nein	nein	nein	Neuengasse 20\n Postfach 414\n 3000 Bern 7\n Tel. 031 310 11 11\n Fax 031 310 11 22\n gvb@gewerbebern.ch		no image											gvb@gewerbebern.ch
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1520	HOTELA Krankenkasse		-	-	nein	nein	nein	Rue de la Gare 18\n 1820 Montreux\n Tel. 021 962 49 49\n Fax 021 962 48 48 \n welcome@hotela.ch\n www.hotela.ch		no image											welcome@hotela.ch
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1522	Krankenkasse Schweizerischer Metallbaufirmen		-	-	Nein	Nein	nein	Dielsdorferstrasse 1\n Postfach 56\n 8173 Neerach\n Tel. 01 321 55 30\n Fax 01 321 55 52		-											
\n\nKOMPARU:\nDISREGARD\n\nNicht Erfassen! \nKK Macht nur Taggeld	1540	Krankengeldversicherung für \nMitarbeiter der fenaco\nMitgliedgenossenschaften (KGV)		-	-	nein	Nein	nein	Postfach 344\n 8401 Winterthur\n Tel. 052 264 23 20 (21)\n Fax 052 213 67 93		-											
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
																						
